Date,Close,HMM_Regime,HMM_Prob_0,HMM_Prob_1,HMM_Prob_2
2006-02-23,1287.7900390625,0,0.9999206612853353,7.933870362525962e-05,1.1198879284155992e-11
2006-02-24,1289.4300537109375,0,0.9999146345057359,8.536548524435953e-05,7.618193579447261e-12
2006-02-27,1294.1199951171875,0,0.99988629608206,0.00011370385025797987,6.684180908911111e-11
2006-02-28,1280.6600341796875,0,0.9989499768354697,0.001050022889654573,2.7399084447454126e-10
2006-03-01,1291.239990234375,0,0.9994305189377883,0.0005694806290860231,4.3351488198367295e-10
2006-03-02,1289.1400146484375,0,0.9998248907716185,0.00017510912646058236,1.026938131248415e-10
2006-03-03,1287.22998046875,0,0.9998719636324382,0.0001280362912141401,7.618885951846178e-11
2006-03-06,1278.260009765625,0,0.9995237241905445,0.00047627563190989297,1.7927816520239263e-10
2006-03-07,1275.8800048828125,0,0.9993697912382158,0.0006302084644205302,2.971120121644393e-10
2006-03-08,1278.469970703125,0,0.9995906300603481,0.00040936916410599933,7.743574149668012e-10
2006-03-09,1272.22998046875,0,0.9990350605581939,0.000964938862900052,5.795924488514973e-10
2006-03-10,1281.4200439453125,0,0.9991871280599851,0.0008128714811057827,4.5811216131542846e-10
2006-03-13,1284.1300048828125,0,0.9997444188712613,0.00025558097050672684,1.5880339960360503e-10
2006-03-14,1297.47998046875,0,0.9998070188562338,0.00019298111766856408,2.717908695613107e-11
2006-03-15,1303.02001953125,0,0.9999611343141174,3.8865682503607146e-05,4.124323954315092e-12
2006-03-16,1305.3299560546875,0,0.9999734217020502,2.657829559370998e-05,7.266602624744856e-13
2006-03-17,1307.25,0,0.9999718761344761,2.8123865141120027e-05,1.0187015538430357e-12
2006-03-20,1305.0799560546875,0,0.9999628084301077,3.719156935932473e-05,2.2467340678971495e-12
2006-03-21,1297.22998046875,0,0.9998844720194019,0.00011552797631876084,4.262293978925171e-12
2006-03-22,1305.0400390625,0,0.9999278978704409,7.2102121293451e-05,7.288564372263955e-12
2006-03-23,1301.6700439453125,0,0.9999355651549207,6.443484302126807e-05,2.7266975245982785e-12
2006-03-24,1302.949951171875,0,0.9999565813017585,4.341869558980168e-05,3.2848058223223146e-12
2006-03-27,1301.6099853515625,0,0.999935910180485,6.408981138448972e-05,8.465091092964363e-12
2006-03-28,1293.22998046875,0,0.9997348126453719,0.0002651873412369365,1.3296890523955873e-11
2006-03-29,1302.8900146484375,0,0.9999028337867739,9.716619458608754e-05,1.9250961963808917e-11
2006-03-30,1300.25,0,0.9999453676981916,5.463229277453525e-05,1.002471498660061e-11
2006-03-31,1294.8699951171875,0,0.9998913115440111,0.00010868845000332025,6.153032471155767e-12
2006-04-03,1297.81005859375,0,0.9999175092863324,8.24907081617548e-05,5.764941362313588e-12
2006-04-04,1305.9300537109375,0,0.9999618299198026,3.817007946395095e-05,1.451135480144372e-12
2006-04-05,1311.56005859375,0,0.9999806763346748,1.9323663095281657e-05,1.0898505947549663e-12
2006-04-06,1309.0400390625,0,0.9999692495874597,3.075040472604355e-05,8.543904034565251e-12
2006-04-07,1295.5,0,0.9994412767211177,0.0005587231100439453,1.6916561158875188e-10
2006-04-10,1296.6199951171875,0,0.998675058702092,0.0013249382661227346,3.0332985583638484e-09
2006-04-11,1286.5699462890625,0,0.9908365351334751,0.00916345087660785,1.3988317613868212e-08
2006-04-12,1288.1199951171875,0,0.9824422551223592,0.0175576862160614,5.86602555681138e-08
2006-04-13,1289.1199951171875,0,0.9713784012093933,0.028621477568531322,1.212212285867752e-07
